date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.30m,n.mate.1hr,ratio.30m,ratio.1hr
8814,32,774,5,8,774,10,8,12.11781609,20.73448276,34.30114943,41.88448276,51.60114943,2,5,0.4,1
8917,44,774,5,7,774,10,6,15.25287356,56.0362069,NA,NA,NA,1,2,0.2,0.4
8919,11,774,5,7,774,9,7,10.15769231,15.50769231,30.80769231,30.99102564,46.34102564,2,5,0.4,1
,,sum,,,,,,NA,NA,NA,NA,NA,20,34,4,6.8
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,2.1,5.44
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,9,774,5,8,OS,10,6,28.22988506,35.31321839,35.59655172,45.14655172,NA,1,4,0.2,0.8
8623,9,774,5,12,OS,9,6,14.91206897,34.7454023,59.57873563,NA,NA,1,3,0.2,0.6
8701,18,774,5,8,OS,10,8,12.07241379,21.15574713,32.53908046,51.52241379,59.40574713,2,5,0.4,1
8705,9,774,5,11,OS,10,6,16.75344828,21.28678161,36.75344828,NA,NA,2,3,0.4,0.6
8729,27,774,5,7,OS,10,11,28.03793103,41.17126437,56.4545977,NA,NA,1,3,0.2,0.6
8808,27,774,5,14,OS,11,4,14.73448276,15.56781609,26.40114943,35.58448276,51.40114943,3,5,0.6,1
8812,9,774,5,7,OS,10,4,11.73908046,13.07241379,23.23908046,23.48908046,24.25574713,5,5,1,1
8814,33,774,5,8,OS,10,4,6.185632184,12.43563218,17.20229885,24.11896552,33.38563218,4,5,0.8,1
8917,45,774,5,7,OS,10,7,6.678735632,16.9454023,23.86206897,44.67873563,56.82873563,3,5,0.6,1
8919,12,774,4,7,OS,10,7,15.40512821,21.13846154,40.33846154,50.33846154,NA,2,4,0.5,1
,,sum,,,,,,154.7488064,232.8321397,351.965473,NA,NA,24,42,4.9,8.6
,,sumsq,,,,,,2906.939514,6351.903155,14143.05401,NA,NA,,,3.1,7.72
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,29,786,5,7,786,10,6,NA,NA,NA,NA,NA,,0,0,0
8623,29,786,5,12,786,10,13,23.48390805,23.66724138,35.90057471,NA,NA,2,3,0.4,0.6
8702,8,786,5,9,786,10,8,34.98505747,47.48505747,NA,NA,NA,,2,0,0.4
8705,26,786,5,10,786,10,6,NA,NA,NA,NA,NA,,0,0,0
8805,11,786,5,14,786,10,13,9.393678161,13.72701149,16.66034483,29.56034483,51.99367816,4,5,0.8,1
8810,41,786,5,18,786,10,18,10.83218391,31.96551724,32.71551724,44.64885057,NA,1,4,0.2,0.8
8812,26,786,5,7,786,10,7,17.9137931,36.7137931,NA,NA,NA,1,2,0.2,0.4
8814,50,786,5,8,786,10,7,NA,NA,NA,NA,NA,,0,0,0
8916,50,786,5,6,786,10,6,39.77816092,NA,NA,NA,NA,,1,0,0.2
8918,20,786,5,7,786,10,7,22.73448276,NA,NA,NA,NA,1,1,0.2,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,9,18,1.8,3.6
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.9,2.4
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8618,30,786,5,7,OS,10,6,7.166666667,42.83333333,NA,NA,NA,1,2,0.2,0.4
8623,30,786,4,12,OS,10,6,43.65,NA,NA,NA,NA,,1,0,0.25
8702,9,786,5,9,OS,10,7,10.07816092,23.44482759,43.34482759,NA,NA,2,3,0.4,0.6
8705,27,786,5,10,OS,10,6,60.71954023,NA,NA,NA,NA,,0,0,0
8805,12,786,5,14,OS,10,9,11.52471264,12.67471264,22.50804598,22.59137931,54.02471264,4,5,0.8,1
8810,42,786,5,18,OS,10,4,16.16206897,16.32873563,17.32873563,19.81206897,27.07873563,5,5,1,1
8812,27,786,5,7,OS,10,4,8.693678161,9.860344828,21.64367816,28.77701149,NA,4,4,0.8,0.8
8814,51,786,5,8,OS,10,4,15.87298851,24.12298851,33.72298851,47.02298851,NA,2,4,0.4,0.8
8916,51,786,5,6,OS,10,8,10.17701149,16.36034483,19.97701149,20.22701149,35.56034483,4,5,0.8,1
8918,21,786,5,7,OS,10,7,15.18103448,17.14770115,17.94770115,30.26436782,55.73103448,3,5,0.6,1
,,sum,,,,,,199.2258621,NA,NA,NA,NA,25,34,5,6.85
,,sumsq,,,,,,6800.714154,NA,NA,NA,NA,,,3.6,5.8625
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,17,799,4,9,799,10,7,NA,NA,NA,NA,NA,,0,0,0
8625,14,799,5,10,799,10,14,50.01264368,NA,NA,NA,NA,,1,0,0.2
8630,14,799,5,7,799,9,14,22.09482759,39.64482759,50.09482759,NA,NA,1,3,0.2,0.6
8704,11,799,5,11,799,10,13,24.72068966,24.75402299,29.97068966,41.12068966,51.45402299,3,5,0.6,1
8805,8,799,5,14,799,10,13,26.88390805,36.71724138,48.88390805,NA,NA,1,3,0.2,0.6
8810,38,799,5,18,799,10,16,12.04252874,30.37586207,57.64252874,NA,NA,1,3,0.2,0.6
8812,59,799,5,8,799,11,8,9.766666667,17.45,50.31666667,NA,NA,2,3,0.4,0.6
8815,29,799,5,6,799,10,6,27.20804598,54.14137931,NA,NA,NA,1,2,0.2,0.4
8916,53,799,5,6,799,9,6,13.20804598,18.72471264,19.37471264,39.74137931,NA,3,4,0.6,0.8
8918,23,799,5,7,799,10,7,48.4908046,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,12,25,2.4,5
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,1,3.32
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,18,799,5,9,OS,10,4,11.08735632,12.75402299,15.50402299,34.25402299,NA,3,4,0.6,0.8
8625,15,799,5,10,OS,10,4,22.70977011,40.85977011,NA,NA,NA,1,2,0.2,0.4
8630,15,799,5,7,OS,10,7,8.281609195,20.36494253,20.44827586,21.5316092,50.6316092,4,5,0.8,1
8704,12,799,5,11,OS,10,5,14.24942529,18.66609195,36.38275862,NA,NA,2,3,0.4,0.6
8805,9,799,5,14,OS,10,9,8.614942529,11.66494253,12.5816092,17.91494253,19.5816092,5,5,1,1
8810,39,799,5,18,OS,10,4,10.23908046,17.70574713,23.00574713,32.92241379,39.57241379,3,5,0.6,1
8812,60,799,5,8,OS,10,4,11.01666667,35.13333333,35.46666667,54.78333333,NA,1,4,0.2,0.8
8815,30,799,5,6,OS,9,4,12.11666667,17.91666667,49.63333333,50.33333333,NA,2,4,0.4,0.8
8916,54,799,5,6,OS,10,8,6.073563218,10.99022989,13.07356322,13.24022989,53.04022989,4,5,0.8,1
8918,24,799,5,7,OS,10,7,5.920689655,12.62068966,16.85402299,36.35402299,59.38735632,3,5,0.6,1
,,sum,,,,,,110.3097701,198.6764368,NA,NA,NA,28,42,5.6,8.4
,,sumsq,,,,,,1429.473596,4880.329171,NA,NA,NA,,,3.8,7.44
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,20,820,5,9,820,10,10,24.75057471,29.61724138,33.95057471,34.11724138,NA,2,4,0.4,0.8
8625,17,820,5,13,820,10,11,20.72068966,NA,NA,NA,NA,1,1,0.2,0.2
8702,14,820,5,8,820,10,8,47.12701149,NA,NA,NA,NA,,1,0,0.2
8706,2,820,5,11,820,10,8,14.76321839,32.12988506,NA,NA,NA,1,2,0.2,0.4
8805,26,820,5,13,820,10,12,54.94252874,NA,NA,NA,NA,,1,0,0.2
8810,56,820,5,17,820,10,11,NA,NA,NA,NA,NA,,0,0,0
8812,29,820,5,6,820,10,6,30.25344828,NA,NA,NA,NA,,1,0,0.2
8814,53,820,5,7,820,10,6,NA,NA,NA,NA,NA,,0,0,0
8917,59,820,5,7,820,9,6,NA,NA,NA,NA,NA,,0,0,0
8919,26,820,5,6,820,10,6,48.78589744,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,4,11,0.8,2.2
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.2,1
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,21,820,5,9,OS,10,4,20.54885057,NA,NA,NA,NA,1,1,0.2,0.2
8625,18,820,5,13,OS,10,4,24.35114943,30.23448276,NA,NA,NA,1,2,0.2,0.4
8702,15,820,5,8,OS,10,7,19.30344828,20.30344828,53.63678161,NA,NA,2,3,0.4,0.6
8706,3,820,5,11,OS,10,5,14.44310345,14.60977011,25.72643678,43.52643678,59.69310345,3,5,0.6,1
8805,27,820,5,13,OS,10,9,4.756896552,8.890229885,18.49022989,25.14022989,NA,4,4,0.8,0.8
8810,57,820,5,17,OS,9,4,4.827011494,8.127011494,17.34367816,NA,NA,3,3,0.6,0.6
8812,30,820,5,6,OS,10,4,8.2,8.366666667,13.86666667,28.45,NA,4,4,0.8,0.8
8814,54,820,5,7,OS,10,4,15.54310345,28.02643678,NA,NA,NA,2,2,0.4,0.4
8917,60,820,5,7,OS,9,7,13.55,22.1,27.08333333,50.75,56.65,3,5,0.6,1
8919,27,820,5,6,OS,10,7,21.71666667,46.41666667,NA,NA,NA,1,2,0.2,0.4
,,sum,,,,,,147.2402299,NA,NA,NA,NA,24,31,4.8,6.2
,,sumsq,,,,,,2606.432372,NA,NA,NA,NA,,,2.8,4.52
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,23,852,5,9,852,10,10,8.162068966,17.2954023,18.32873563,NA,NA,3,3,0.6,0.6
8625,20,852,5,13,852,10,14,11.51206897,26.42873563,45.42873563,NA,NA,2,3,0.4,0.6
8701,20,852,5,8,852,10,8,41.52701149,50.49367816,NA,NA,NA,,2,0,0.4
8705,11,852,5,11,852,10,9,44.51264368,NA,NA,NA,NA,,1,0,0.2
8729,29,852,5,8,852,10,8,25.97931034,NA,NA,NA,NA,1,1,0.2,0.2
8808,29,852,5,17,852,10,15,32.69482759,NA,NA,NA,NA,,1,0,0.2
8812,11,852,5,8,852,10,7,48.13218391,NA,NA,NA,NA,,1,0,0.2
8814,35,852,5,9,852,10,6,15.02126437,23.23793103,28.4545977,48.3545977,NA,3,4,0.6,0.8
8916,56,852,5,6,852,10,6,30.72126437,38.3045977,44.42126437,56.7045977,NA,,4,0,0.8
8918,26,852,5,7,852,9,7,6.663793103,13.44712644,17.6637931,36.29712644,NA,3,4,0.6,0.8
,,sum,,,,,,264.9264368,NA,NA,NA,NA,12,24,2.4,4.8
,,sumsq,,,,,,9179.439283,NA,NA,NA,NA,,,1.3,2.96
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,24,852,5,9,OS,10,4,6.260344828,37.87701149,NA,NA,NA,1,2,0.2,0.4
8625,21,852,5,13,OS,10,4,15.4091954,37.52586207,45.44252874,NA,NA,1,3,0.2,0.6
8701,21,852,5,8,OS,10,8,10.29597701,12.22931034,17.84597701,31.34597701,46.21264368,3,5,0.6,1
8705,12,852,5,11,OS,10,6,14.46724138,35.58390805,45.31724138,59.81724138,NA,1,4,0.2,0.8
8729,30,852,5,8,OS,10,11,13.43333333,19.85,25.4,40.61666667,NA,3,4,0.6,0.8
8808,30,852,5,17,OS,9,4,16.71666667,16.88333333,28.71666667,NA,NA,3,3,0.6,0.6
8812,12,852,5,8,OS,10,4,7.795402299,14.4954023,21.42873563,27.07873563,36.66206897,4,5,0.8,1
8814,36,852,5,9,OS,10,4,10.87241379,11.58908046,19.90574713,48.20574713,NA,3,4,0.6,0.8
8916,57,852,5,6,OS,10,8,13.58678161,23.52011494,31.42011494,55.25344828,NA,2,4,0.4,0.8
8918,27,852,5,7,OS,10,7,11.22701149,36.99367816,44.77701149,NA,NA,1,3,0.2,0.6
,,sum,,,,,,120.0643678,246.5477011,NA,NA,NA,22,37,4.4,7.4
,,sumsq,,,,,,1541.468925,7203.849816,NA,NA,NA,,,2.4,5.8
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,26,859,5,9,859,10,10,32.29022989,NA,NA,NA,NA,,1,0,0.2
8625,23,859,5,13,859,10,12,NA,NA,NA,NA,NA,,0,0,0
8701,23,859,5,8,859,10,8,45.93390805,54.18390805,NA,NA,NA,,2,0,0.4
8706,26,859,5,6,859,10,5,12.9137931,37.13045977,NA,NA,NA,1,2,0.2,0.4
8730,23,859,5,8,859,10,8,29.12643678,48.19310345,NA,NA,NA,1,2,0.2,0.4
8809,23,859,5,18,859,10,16,32.29712644,NA,NA,NA,NA,,1,0,0.2
8812,44,859,5,7,859,10,5,21.96666667,32.01666667,NA,NA,NA,1,2,0.2,0.4
8815,14,859,5,6,859,10,5,19.86206897,52.66206897,NA,NA,NA,1,2,0.2,0.4
8916,59,859,5,6,859,10,6,23.41781609,32.73448276,54.26781609,NA,NA,1,3,0.2,0.6
8918,29,859,5,7,859,10,7,28.18678161,54.33678161,NA,NA,NA,1,2,0.2,0.4
,,sum,,,,,,NA,NA,NA,NA,NA,6,17,1.2,3.4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.2,1.4
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8620,27,859,5,9,OS,10,4,18.55517241,49.22183908,NA,NA,NA,1,2,0.2,0.4
8625,24,859,5,13,OS,10,4,18.75057471,39.75057471,NA,NA,NA,1,2,0.2,0.4
8701,24,859,5,8,OS,10,8,6.686206897,32.01954023,50.7862069,NA,NA,1,3,0.2,0.6
8706,27,859,5,6,OS,10,5,29.34367816,NA,NA,NA,NA,1,1,0.2,0.2
8730,24,859,5,8,OS,10,10,7.515517241,9.515517241,24.59885057,NA,NA,3,3,0.6,0.6
8809,24,859,5,18,OS,10,4,10.36896552,NA,NA,NA,NA,1,1,0.2,0.2
8812,45,859,5,7,OS,9,4,7.716666667,7.8,20.08333333,38.86666667,NA,3,4,0.6,0.8
8815,15,859,5,6,OS,10,4,21.03735632,22.38735632,39.78735632,NA,NA,2,3,0.4,0.6
8916,60,859,5,6,OS,10,8,2.5,10.43333333,40.83333333,46.6,NA,2,4,0.4,0.8
8918,30,859,5,7,OS,9,7,31.75,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,154.2241379,NA,NA,NA,NA,15,24,3,4.8
,,sumsq,,,,,,3282.063537,NA,NA,NA,NA,,,1.2,2.8
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,1,OS,5,6,208,10,5,12.78333333,22.88333333,28.16666667,39.25,NA,3,4,0.6,0.8
8621,1,OS,5,5,208,10,11,6.516666667,8.033333333,21.25,27.41666667,51.41666667,4,5,0.8,1
8702,10,OS,5,8,208,10,9,19.58793103,26.67126437,27.17126437,37.0045977,46.2545977,3,5,0.6,1
8705,28,OS,5,8,208,10,11,26.87413793,37.4908046,38.9908046,43.65747126,60.40747126,1,4,0.2,0.8
8729,1,OS,5,7,208,10,7,12.08333333,17,19.9,24.75,38.06666667,4,5,0.8,1
8808,1,OS,5,4,208,10,15,18.73333333,18.76666667,18.93333333,27.46666667,40.61666667,4,5,0.8,1
8811,1,OS,5,6,208,10,5,12.58333333,14.25,18.58333333,32.51666667,43.93333333,3,5,0.6,1
8813,1,OS,5,7,208,10,7,12.33333333,12.41666667,12.45,20.53333333,30.46666667,4,5,0.8,1
8916,1,OS,5,7,208,9,6,11.18333333,17.91666667,24.78333333,38.8,56.33333333,3,5,0.6,1
8918,31,OS,5,8,208,10,7,17.66666667,17.83333333,20.61666667,32.63333333,41.6,3,5,0.6,1
,,sum,,,,,,150.3454023,193.262069,230.8454023,324.0287356,NA,32,48,6.4,9.6
,,sumsq,,,,,,2556.361054,4342.556772,5797.568506,10983.85727,NA,,,4.4,9.28
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,10,OS,5,6,301,10,7,25.26954023,41.85287356,47.10287356,NA,NA,1,3,0.2,0.6
8621,10,OS,4,5,301,10,11,23.42183908,40.33850575,59.83850575,NA,NA,1,3,0.25,0.75
8702,22,OS,5,8,301,11,9,25.87183908,32.45517241,40.00517241,NA,NA,1,3,0.2,0.6
8706,10,OS,5,8,301,10,9,28.88563218,48.56896552,NA,NA,NA,1,2,0.2,0.4
8731,7,OS,5,7,301,10,9,27.91551724,37.66551724,52.58218391,NA,NA,1,3,0.2,0.6
8810,7,OS,5,5,301,10,15,20.73735632,33.15402299,36.82068966,46.63735632,NA,1,4,0.2,0.8
8811,4,OS,5,6,301,10,6,24.73390805,24.90057471,31.90057471,37.56724138,52.56724138,2,5,0.4,1
8815,4,OS,5,8,301,10,5,27.44252874,34.02586207,44.2091954,NA,NA,1,3,0.2,0.6
8917,1,OS,5,7,301,10,7,28.88333333,37.51666667,48.41666667,NA,NA,1,3,0.2,0.6
8919,31,OS,5,4,301,10,7,13.95,22.26666667,34.26666667,52.51666667,NA,2,4,0.4,0.8
,,sum,,,,,,247.1114943,352.7448276,NA,NA,NA,12,33,2.45,6.75
,,sumsq,,,,,,6293.886099,12990.12376,NA,NA,NA,,,0.7,4.8025
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,13,OS,5,6,303,10,7,42.66494253,59.6816092,NA,NA,NA,,2,0,0.4
8621,13,OS,5,5,303,10,11,21.00689655,26.34022989,33.39022989,NA,NA,2,3,0.4,0.6
8630,16,OS,5,9,303,10,7,15.55172414,28.13505747,39.5683908,NA,NA,2,3,0.4,0.6
8704,13,OS,5,8,303,9,11,18.64482759,32.77816092,46.44482759,47.31149425,NA,1,4,0.2,0.8
8730,1,OS,5,9,303,10,8,26.58333333,34.25,40.8,51.5,NA,1,4,0.2,0.8
8809,1,OS,5,5,303,10,18,12.5,20.16666667,33.26666667,46.88333333,51.16666667,2,5,0.4,1
8811,7,OS,4,6,303,9,7,17.80114943,28.28448276,29.65114943,49.30114943,NA,3,4,0.75,1
8813,4,OS,5,7,303,10,8,14.74942529,14.91609195,25.53275862,34.58275862,56.91609195,3,5,0.6,1
8917,4,OS,5,7,303,10,7,36.12586207,42.07586207,55.32586207,NA,NA,,3,0,0.6
8919,34,OS,5,4,303,10,7,11.63793103,16.93793103,17.92126437,22.9545977,35.92126437,4,5,0.8,1
,,sum,,,,,,217.266092,303.566092,NA,NA,NA,18,38,3.75,7.8
,,sumsq,,,,,,5688.94217,10781.22186,NA,NA,NA,,,2.1,6.52
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,1,OS,5,6,304,10,7,25.08333333,49.91666667,NA,NA,NA,1,2,0.2,0.4
8625,28,OS,5,7,304,10,15,15.28908046,27.70574713,36.58908046,NA,NA,2,3,0.4,0.6
8701,25,OS,5,8,304,10,8,41.13850575,NA,NA,NA,NA,,1,0,0.2
8705,13,OS,5,8,304,10,11,27.58850575,NA,NA,NA,NA,1,1,0.2,0.2
8731,10,OS,5,7,304,9,9,41.89827586,47.24827586,57.61494253,NA,NA,,3,0,0.6
8810,10,OS,5,5,304,10,16,54.98103448,NA,NA,NA,NA,,1,0,0.2
8812,37,OS,5,6,304,10,4,15.11666667,36.86666667,NA,NA,NA,1,2,0.2,0.4
8815,7,OS,5,8,304,10,7,33.63505747,42.7183908,55.88505747,NA,NA,,3,0,0.6
8917,46,OS,5,7,304,10,7,32.8545977,39.82126437,50.13793103,60.18793103,NA,,3,0,0.6
8919,13,OS,5,4,304,10,6,26.48589744,34.33589744,44.71923077,NA,NA,1,3,0.2,0.6
,,sum,,,,,,314.0709549,NA,NA,NA,NA,6,22,1.2,4.4
,,sumsq,,,,,,11235.56963,NA,NA,NA,NA,,,0.3,2.24
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,4,OS,5,6,306,10,7,32.81206897,32.97873563,43.1454023,50.3954023,NA,,4,0,0.8
8621,4,OS,5,5,306,10,11,14.35172414,21.00172414,32.9183908,48.08505747,NA,2,4,0.4,0.8
8628,22,OS,5,10,306,10,6,14.53678161,44.30344828,44.58678161,NA,NA,1,3,0.2,0.6
8703,19,OS,4,8,306,10,10,NA,NA,NA,NA,NA,,0,0,0
8730,25,OS,5,9,306,10,8,36.47126437,45.5545977,56.07126437,NA,NA,,3,0,0.6
8809,25,OS,5,5,306,10,15,28.1908046,41.77413793,NA,NA,NA,1,2,0.2,0.4
8811,10,OS,5,6,306,10,7,10.95172414,23.03505747,36.78505747,44.78505747,NA,2,4,0.4,0.8
8813,7,OS,5,7,306,10,7,27.83218391,41.58218391,54.24885057,NA,NA,1,3,0.2,0.6
8917,7,OS,5,7,306,10,7,14.90172414,28.0683908,40.08505747,54.33505747,NA,2,4,0.4,0.8
8919,37,OS,5,4,306,10,7,18.92586207,43.17586207,47.2591954,NA,NA,1,3,0.2,0.6
,,sum,,,,,,NA,NA,NA,NA,NA,10,30,2,6
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.6,4.16
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,16,OS,5,6,307,10,7,10.89367816,46.56034483,NA,NA,NA,1,2,0.2,0.4
8621,16,OS,5,5,307,10,11,7.10862069,22.59195402,28.84195402,42.74195402,53.25862069,3,5,0.6,1
8630,19,OS,5,9,307,10,7,39.42873563,61.86206897,62.36206897,NA,NA,,1,0,0.2
8706,19,OS,5,8,307,10,6,29.98793103,55.58793103,NA,NA,NA,1,2,0.2,0.4
8805,13,OS,5,7,307,10,14,16.53908046,26.62241379,36.62241379,54.20574713,54.35574713,2,5,0.4,1
8810,43,OS,5,5,307,10,11,37.87528736,56.04195402,NA,NA,NA,,2,0,0.4
8811,13,OS,5,6,307,10,4,24.01896552,29.18563218,44.76896552,NA,NA,2,3,0.4,0.6
8813,10,OS,5,7,307,10,4,13.34827586,NA,NA,NA,NA,1,1,0.2,0.2
8917,10,OS,5,7,307,10,7,24.02758621,24.89425287,NA,NA,NA,2,2,0.4,0.4
8919,40,OS,5,4,307,10,7,41.43045977,41.84712644,53.84712644,NA,NA,,3,0,0.6
,,sum,,,,,,244.6586207,NA,NA,NA,NA,12,26,2.4,5.2
,,sumsq,,,,,,7380.079557,NA,NA,NA,NA,,,1,3.44
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,19,OS,5,6,313,10,7,31.45574713,57.37241379,NA,NA,NA,,2,0,0.4
8621,19,OS,5,5,313,10,11,54.34367816,NA,NA,NA,NA,,1,0,0.2
8628,25,OS,5,10,313,10,6,21.08965517,NA,NA,NA,NA,1,1,0.2,0.2
8703,22,OS,5,8,313,9,10,NA,NA,NA,NA,NA,,0,0,0
8730,28,OS,5,9,313,10,8,40.18850575,NA,NA,NA,NA,,1,0,0.2
8809,28,OS,5,5,313,10,14,39.37298851,47.05632184,56.18965517,NA,NA,,3,0,0.6
8811,16,OS,5,6,313,9,7,26.50287356,NA,NA,NA,NA,1,1,0.2,0.2
8813,13,OS,5,7,313,10,7,56.66436782,NA,NA,NA,NA,,1,0,0.2
8916,4,OS,5,7,313,10,6,38.32068966,NA,NA,NA,NA,,1,0,0.2
8918,34,OS,5,8,313,10,7,49.69885057,NA,NA,NA,NA,,1,0,0.2
,,sum,,,,,,NA,NA,NA,NA,NA,2,12,0.4,2.4
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,0.1,0.8
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,4,OS,5,6,315,10,7,20.73390805,31.23390805,44.66724138,NA,NA,1,3,0.2,0.6
8624,1,OS,5,7,315,10,14,9.35,15.93333333,28.16666667,40.13333333,53.25,3,5,0.6,1
8702,16,OS,5,8,315,10,8,39.61321839,NA,NA,NA,NA,,1,0,0.2
8706,4,OS,5,8,315,10,6,NA,NA,NA,NA,NA,,0,0,0
8805,16,OS,5,7,315,10,12,24.88218391,24.93218391,50.46551724,NA,NA,2,3,0.4,0.6
8810,46,OS,5,5,315,10,8,28.69827586,47.11494253,47.19827586,47.26494253,NA,1,4,0.2,0.8
8812,46,OS,5,6,315,10,6,28.01666667,38.66666667,47.03333333,52.43333333,57.93333333,1,5,0.2,1
8815,16,OS,5,8,315,10,6,24.62931034,24.84597701,35.72931034,45.09597701,54.71264368,2,5,0.4,1
8917,13,OS,5,7,315,10,7,20.32011494,31.60344828,43.65344828,NA,NA,1,3,0.2,0.6
8919,43,OS,5,4,315,10,7,18.85172414,28.6683908,34.93505747,41.7683908,53.65172414,2,5,0.4,1
,,sum,,,,,,NA,NA,NA,NA,NA,13,34,2.6,6.8
,,sumsq,,,,,,NA,NA,NA,NA,NA,,,1,5.76
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,7,OS,4,6,324,10,7,17.12413793,35.20747126,NA,NA,NA,1,2,0.25,0.5
8621,7,OS,5,5,324,9,11,14.92011494,14.97011494,15.02011494,26.72011494,61.33678161,4,4,0.8,0.8
8628,28,OS,5,10,324,10,6,12.24252874,12.49252874,12.6591954,18.57586207,58.02586207,4,5,0.8,1
8703,25,OS,5,8,324,10,10,19.41781609,33.46781609,34.06781609,NA,NA,1,3,0.2,0.6
8730,4,OS,5,9,324,10,8,25.23390805,25.33390805,33.81724138,48.73390805,NA,2,4,0.4,0.8
8809,4,OS,5,5,324,10,15,13.56551724,13.89885057,22.48218391,22.64885057,49.23218391,4,5,0.8,1
8811,19,OS,5,6,324,10,7,20.57011494,20.65344828,34.25344828,37.48678161,NA,2,4,0.4,0.8
8813,16,OS,5,7,324,10,8,22.13045977,31.33045977,40.7137931,50.1637931,NA,1,4,0.2,0.8
8917,16,OS,5,7,324,10,6,19.06264368,23.29597701,32.41264368,50.21264368,NA,2,4,0.4,0.8
8919,46,OS,5,4,324,10,7,14.87298851,22.25632184,35.68965517,45.27298851,NA,2,4,0.4,0.8
,,sum,,,,,,179.1402299,232.9068966,NA,NA,NA,23,39,4.65,7.9
,,sumsq,,,,,,3361.027444,6021.022348,NA,NA,NA,,,2.7,6.45
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8619,7,OS,5,6,357,10,7,18.88448276,28.46781609,28.63448276,NA,NA,3,3,0.6,0.6
8624,4,OS,5,7,357,10,14,13.78448276,23.11781609,23.28448276,37.63448276,44.03448276,3,5,0.6,1
8630,22,OS,5,9,357,10,7,7.872413793,32.42241379,39.67241379,52.67241379,NA,1,4,0.2,0.8
8704,16,OS,5,8,357,10,9,46.01436782,57.01436782,NA,NA,NA,1,2,0.2,0.4
8730,7,OS,5,9,357,10,9,29.46781609,36.40114943,54.65114943,NA,NA,1,3,0.2,0.6
8809,7,OS,5,5,357,10,18,26.31436782,26.33103448,39.48103448,NA,NA,2,3,0.4,0.6
8811,25,OS,5,6,357,10,7,26.37126437,40.02126437,46.48793103,NA,NA,1,3,0.2,0.6
8813,22,OS,5,7,357,10,5,31.41264368,47.24597701,NA,NA,NA,,2,0,0.4
8917,22,OS,5,7,357,10,7,16.84770115,32.36436782,46.83103448,NA,NA,1,3,0.2,0.6
8919,52,OS,5,4,357,10,7,40.13218391,51.31551724,NA,NA,NA,,2,0,0.4
,,sum,,,,,,257.1017241,374.7017241,NA,NA,NA,13,30,2.6,6
,,sumsq,,,,,,7863.365724,15179.68664,NA,NA,NA,,,1.1,3.92
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
